RT @boomych: Я правильно розумію, що люди, яким не подобається позиція Ізраїлю та деяких країн ЄС, і люди, яких повністю влаштовує поведінк…
Я правильно розумію, що люди, яким не подобається позиція Ізраїлю та деяких країн ЄС, і люди, яких повністю влаштовує поведінка Єрмака, Арестовіча, Подоляка, ДБР та іншої піздоти (влаштовує, бо ніяких дій не бачу) - це все тіж самі люди?  Браво! Ви охуєнні патріоти.
@MirAckerman @laugh_in_pain @oleh_kurza Якщо їх підорне США з обов'язковим залученням Канади, ЄС, Тайваню, Японії і т.д., то це буде сильніше, ніж будь-що від росії. Якщо ви не в курсі, то їх позиція вже змінилася у порівнянні з 24 лютого (Ван І назвав "спецоперацію" війною, наприклад), ще й гуманітарку відправлять.
Сьогодні Макрон сказав, що не бачить Україну в ЄС, Німеччина постійно блокує нам якусь допомогу, США говорять, що не так на ті польські винищувачі і треба. Хз, що вони там роблять "в тиху", але по факту — це позиція обісцяних нікчем.
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Vox_UA: ⛽ Довгий час Росія шантажувала ЄС постачанням енергоносіїв. Однак, відмова від російських нафти та газу буде менш витратною для…
⛽ Довгий час Росія шантажувала ЄС постачанням енергоносіїв. Однак, відмова від російських нафти та газу буде менш витратною для Європи, ніж прийнято вважати  Переговорна позиція ЄС сильніша – і потрібно цим скористатися задля досягнення миру  https://t.co/LwfwlPPUrC #StopRussia https://t.co/6Nfz5oi6F8
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
RT @Helg40498291: В соцмережах почалася улюблена гра українців Зрада-Перемога.  Ми формально не члени НАТО, але зараз щільно інтегровані в…
