@lis_tomasz No jasne, że tak jest. Tylko pisia szczujnia „inaczej zinterpretowała” stanowisko UE
@Wieszczeczynski @SamselMarcin UE mówi, że to polska strona ich poinformowała, a nie konsultowała i uzgadniała stanowisko.
RT @SwissMachiavell: @GiertychRoman Nie kłamał, to oficjalne stanowisko UE. Poczytaj zanim skompromitujemy się po raz n-ty…
@GiertychRoman Nie kłamał, to oficjalne stanowisko UE. Poczytaj zanim skompromitujemy się po raz n-ty…
RT @DemagogPL: Podczas przemówienia w Bundestagu Olaf Scholz zapowiedział, że po uzgodnieniu z państwami UE sankcje obejmą ważne banki w Ro…
RT @DemagogPL: Podczas przemówienia w Bundestagu Olaf Scholz zapowiedział, że po uzgodnieniu z państwami UE sankcje obejmą ważne banki w Ro…
RT @DemagogPL: Podczas przemówienia w Bundestagu Olaf Scholz zapowiedział, że po uzgodnieniu z państwami UE sankcje obejmą ważne banki w Ro…
RT @DemagogPL: Podczas przemówienia w Bundestagu Olaf Scholz zapowiedział, że po uzgodnieniu z państwami UE sankcje obejmą ważne banki w Ro…
Podczas przemówienia w Bundestagu Olaf Scholz zapowiedział, że po uzgodnieniu z państwami UE sankcje obejmą ważne banki w Rosji.  W przemówieniu nie wspomniał, że sankcje miałyby objąć wszystkie banki, jak sugerował @ZiobroPL.  ❌ #Fałsz  ℹ️ https://t.co/4sxNXUHj7E #Ukraina https://t.co/Kx9OOXYhBC
@porzechowski @kosik_md Najważniejsze jest 700mld od UE zarządzanych głównie przez DE i FR, które to od lat sponsorują Putina. Za obecną sytuację na Ukrainie największą odpowiedzialność ponosi 1. Rosja, 2. Niemcy 3. Francja i lepiej to zrozumieć i mocno zrewidować swoje stanowisko wobec powyższych.
@Aettka No i jeszcze będzie reprezentować stanowisko UE. Kpina.
@MWardzyniakowa Powiedzmy, że wysłała ich szefowa KE i to jest jej sprytny zabieg. Stanowisko UE przedstawiają Ukrainie ci, którzy są UE przeciwnikami...
@sekielski Mam nadzieję, że swoje  stanowisko i posłanie z którym lada, uzgodnili z UE i NATO. Jesteśmy Jednością. Tak rzekli. Strach się bać co wymyślą
TSUE kontra Belgia. Zwolnienia podatkowe niezgodne z prawem UE – Księgowość https://t.co/3BPEkkp3yf https://t.co/yD8jrUdwus
@PrzemWenerski @donaldtusk W UE zatrudniają tylki ekspertów! Np Biedroń dostał stanowisko w jakiejś komisji zajmującej się przemocą domową. No bo w tym miał osobiste doświadczenie!  Takim samym ekspertem jest Tusk, człowiek Putina w Warszawie.
@Szczery2015 Uzgodniliście wcześniej to stanowisko z Le Pen, Orbanem, Salvinim i Trumpem, czy tak z siebie? To kiedy to referendum o wystąpieniu z UE, co to nim juz wspominaliście?
@Wad_emecum @kowalskijanpl @Matt_Kertz nieśmiało tylko zauważę, że ws. polityki wschodniej i zeuropeizowania takich kwestii jak NS2, całej polityki energetycznej, etc Polska przez lata wkładała dużo wysiłku by wypracować wspólne stanowisko UE. I to nie Polska była tu, jak Pan pisze, "głupia".
@jwojc @LukaszP85 Bardzo nie ładna odpowiedź. UE powinna mieć jasne i stanowcze stanowisko oporu przed zaglądającym głodem do obywateli UE.
@Jerzy31524440 Rozumiem frustrację ale to nie zmieni faktu, że w UE nic nie dzieje się bez zgody Niemiec. Można tylko cierpliwie latać po Europie i prosić, tłumaczyć i zabiegać w nadziei, że Niemcy zmienią stanowisko i pozwolą na wprowadzenie sankcji w szerszym zakresie.
@PabloMo09825801 @Rozmowa_RMF Z sankcjami trzeba mieć wspólne stanowisko z UE, ma rację.
Tusk porzucił Polskę i objął lukratywne stanowisko w UE.  #StrefaStarcia
@boobiko @KrzyLuft @WiadomosciTVP @tvp_info A w którym miejscu Orban wspiera agresję Putina? Orban nie poparł sankcji energetycznych które miałyby zostać nałożone na Rosję. Dokładnie takie samo stanowisko zajęła UE.
RT @PolsatNewsPL: Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie…
@ZiobroPL Panie Zbigniewie, czy moze Pan powiedziec jakie jest Pana stanowisko wobec Unii? To chcemy byc czlonkiem UE czy nie? Zapomnijmy o klotniach z T i innymi. Niech Pan powie prosto z mostu co Pan naprawde mysli.
@__Lewica @RobertBiedron @tvn24 To niech zrzuci te różowe okulary i zobaczy co robią "liderzy EU", tj. Niemcy i Francja. Dzięki ich polityce giną kobiety i dzieci. Gdyby UE była dzisiaj państwem federalnym, to w całości jej stanowisko byłoby takie jakie dzisiaj reprezentują Niemcy.
Stanowisko Pentagonu,NATO i Izraela sugeruje,że Amerykanie Ukrainę spisali na straty. Nie piszę nawet o stanowisku UE,bo to jest tu mało istotne. Kiedy Rosjanie opuszczą UA,ten kraj będzie cofnięty do ery sprzed upadku ZSRR. The bottom line is: zachód nie uznaje UA za swoją część
RT @Anna1Kwiecien: Nie są w stanie zwolnić takiego skompromitowanego człowieka, a wręcz przeciwne powołują go na takie stanowisko i są dumn…
RT @PolsatNewsPL: Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie…
RT @PolsatNewsPL: Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie…
RT @PolsatNewsPL: Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie…
RT @PolsatNewsPL: Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie…
RT @PolsatNewsPL: Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie…
RT @PolsatNewsPL: Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie…
RT @PolsatNewsPL: Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie…
RT @PolsatNewsPL: Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie…
Polskie stanowisko jest jasne: to musi się skończyć, ale zaplombowane tiry nadjeżdżają z krajów UE i bez decyzji Unii nie możemy tego zrobić. Premier Morawiecki za tym lobbuje - mówił @radekfogiel o zakazie przejazdów rosyjskich tirów przez Polskę. https://t.co/ZiOxXjbjdc
